1.502634717371231556e+09,-2.619636111446835457e+03,6.270431735185497018e+03,2.020053603431378875e+01
1.502634718371231556e+09,-2.623963744246946590e+03,6.269841330217404902e+03,2.642817584221716487e+01
1.502634719371231556e+09,-2.628312163698627955e+03,6.269142264309605707e+03,3.262196896784067945e+01
1.502634720371231556e+09,-2.632679568891137933e+03,6.268338174813809928e+03,3.878353764006286752e+01
1.502634721371231556e+09,-2.637064158913735355e+03,6.267432699081724422e+03,4.491450408776226766e+01
1.502634722371231556e+09,-2.641464132855679509e+03,6.266429474465059684e+03,5.101649053981741844e+01
1.502634723371231556e+09,-2.645877689806228318e+03,6.265332138315525299e+03,5.709111922510685133e+01
1.502634724371231556e+09,-2.650303028854640615e+03,6.264144327984829943e+03,6.314001237250909071e+01
1.502634725371231556e+09,-2.654738349090175689e+03,6.262869680824681382e+03,6.916479221090268936e+01
1.502634726371231556e+09,-2.659181849602091461e+03,6.261511834186791020e+03,7.516708096916617876e+01
1.502634727371231556e+09,-2.663631729479647220e+03,6.260074425422866625e+03,8.114850087617809038e+01
1.502634728371231556e+09,-2.668086187812101798e+03,6.258561091884617781e+03,8.711067416081695569e+01
1.502634729371231556e+09,-2.672543423688713119e+03,6.256975470923753164e+03,9.305522305196132038e+01
1.502634730371231556e+09,-2.677001636198740471e+03,6.255321199891981450e+03,9.898376977848970171e+01
1.502634731371231556e+09,-2.681459024431442685e+03,6.253601916141013135e+03,1.048979365692806454e+02
1.502634732371231556e+09,-2.685913787476078141e+03,6.251821257022556892e+03,1.107993456532126970e+02
1.502634733371231556e+09,-2.690364124421905672e+03,6.249982859888321400e+03,1.166896192591643882e+02
1.502634734371231556e+09,-2.694808234358184109e+03,6.248090362090016242e+03,1.225703796160142360e+02
1.502634735371231556e+09,-2.699244316374172286e+03,6.246147400979350095e+03,1.284432489526408006e+02
1.502634736371231556e+09,-2.703670569559128126e+03,6.244157613908031635e+03,1.343098494979226132e+02
1.502634737371231556e+09,-2.708085193002310916e+03,6.242124638227771356e+03,1.401718034807381912e+02
1.502634738371231556e+09,-2.712486385792979945e+03,6.240052111290277935e+03,1.460307331299660518e+02
1.502634739371231556e+09,-2.716872347020392681e+03,6.237943670447260047e+03,1.518882606744847976e+02
1.502634740371231556e+09,-2.721241275773808866e+03,6.235802953050427277e+03,1.577460083431729174e+02
1.502634741371231556e+09,-2.725591371142486423e+03,6.233633596451487392e+03,1.636055983649089569e+02
1.502634742371231556e+09,-2.729920832215632345e+03,6.231439238002033562e+03,1.694686529685682217e+02
1.502634743371231556e+09,-2.733619702644909921e+03,6.229371436551793522e+03,1.752453535654088910e+02
1.502634744371231556e+09,-2.737793772930673185e+03,6.227490166630116619e+03,1.813506921278794835e+02
1.502634745371231556e+09,-2.741843412564849132e+03,6.225432336725161804e+03,1.868137546198697976e+02
1.502634746371231556e+09,-2.745976802667699303e+03,6.223351662980376204e+03,1.927922321292743391e+02
1.502634747371231556e+09,-2.750284680529534398e+03,6.220938417330339689e+03,1.988812260714609863e+02
1.502634748371231556e+09,-2.754708664575357943e+03,6.218594672125131183e+03,2.052511944943766480e+02
1.502634749371231556e+09,-2.758904561081442353e+03,6.216608025438131335e+03,2.108166637007199427e+02
1.502634750371231556e+09,-2.762529562879885816e+03,6.213936966176969690e+03,2.170106261819334179e+02
1.502634751371231556e+09,-2.766356498420794196e+03,6.212080307960644859e+03,2.231566352621300382e+02
1.502634752371231556e+09,-2.770264555863802343e+03,6.210078369845246016e+03,2.292143526612327946e+02
1.502634753371231556e+09,-2.774460755467296622e+03,6.207548794041885230e+03,2.352367582559751042e+02
1.502634754371231556e+09,-2.779057650907109291e+03,6.205449828461332800e+03,2.418211792291791085e+02
1.502634755371231556e+09,-2.783319886785219296e+03,6.203412408491647511e+03,2.476014479531042412e+02
1.502634756371231556e+09,-2.787642545593646446e+03,6.200677246383352212e+03,2.532161152104185362e+02
1.502634757371231556e+09,-2.791501600503074769e+03,6.198494767001227046e+03,2.590574555677862350e+02
1.502634758371231556e+09,-2.795326554367715744e+03,6.196115331474362392e+03,2.650733848917915338e+02
1.502634759371231556e+09,-2.799410537027401460e+03,6.193679800267068458e+03,2.712300378490884896e+02
1.502634760371231556e+09,-2.803307258664394794e+03,6.191054908860205614e+03,2.775294902149526592e+02
1.502634761371231556e+09,-2.807327493932555626e+03,6.189118658744544518e+03,2.832725317765420527e+02
1.502634762371231556e+09,-2.811321134214453195e+03,6.186996263293442098e+03,2.895127081216248826e+02
1.502634763371231556e+09,-2.815803015334967768e+03,6.184903126396860898e+03,2.954368143967327001e+02
1.502634764371231556e+09,-2.819767658172739175e+03,6.182749294627606105e+03,3.017255498904001456e+02
1.502634765371231556e+09,-2.823856925732284708e+03,6.180242705713351825e+03,3.083011742486611411e+02
1.502634766371231556e+09,-2.827667284714321795e+03,6.177987394751215106e+03,3.147673370993580306e+02
1.502634767371231556e+09,-2.832302969423663853e+03,6.175571241130939597e+03,3.209493012254128530e+02
1.502634768371231556e+09,-2.836450978844007750e+03,6.173366665422121514e+03,3.270240088105973086e+02
1.502634769371231556e+09,-2.840816435707360142e+03,6.171069259799645806e+03,3.330823215943352693e+02
1.502634770371231556e+09,-2.845203053920136426e+03,6.168843618810643420e+03,3.390272695272372516e+02
1.502634771371231556e+09,-2.849557257468018634e+03,6.166572995862819880e+03,3.454334917235799480e+02
1.502634772371231556e+09,-2.854149125537544023e+03,6.164206734898240029e+03,3.515329840032188713e+02
1.502634773371231556e+09,-2.857850463228398894e+03,6.161829224418594094e+03,3.576679070010505370e+02
1.502634774371231556e+09,-2.862416699596572016e+03,6.159054024402686082e+03,3.642539519108512422e+02
1.502634775371231556e+09,-2.866662147282966998e+03,6.156774430975442556e+03,3.701188447453535559e+02
1.502634776371231556e+09,-2.871353205006312237e+03,6.154827161822896414e+03,3.760377700317627614e+02
1.502634777371231556e+09,-2.875755574720669301e+03,6.152698101052156744e+03,3.823650005805877754e+02
1.502634778371231556e+09,-2.879977638149185168e+03,6.150317790069952935e+03,3.883290520311296063e+02
1.502634779371231556e+09,-2.884184557914404650e+03,6.147913131415170028e+03,3.940903547890857226e+02
1.502634780371231556e+09,-2.888228680618729413e+03,6.145484376313492248e+03,4.001927071183097837e+02
1.502634781371231556e+09,-2.892468455155302308e+03,6.143109946759993363e+03,4.067521964645310391e+02
1.502634782371231556e+09,-2.896203972194853122e+03,6.140674600303586885e+03,4.127581037403261917e+02
1.502634783371231556e+09,-2.900699334761728096e+03,6.138608997596780682e+03,4.191038469532964541e+02
1.502634784371231556e+09,-2.905050921023785122e+03,6.136603386033388233e+03,4.249650353646182452e+02
1.502634785371231556e+09,-2.909216085297240170e+03,6.134631199565356837e+03,4.306816602698186784e+02
1.502634786371231556e+09,-2.913272803756130088e+03,6.132135878463679546e+03,4.362414163698285847e+02
1.502634787371231556e+09,-2.917600594857421129e+03,6.130089189570977396e+03,4.418988182659604149e+02
1.502634788371231556e+09,-2.921689904070155080e+03,6.127967384171834965e+03,4.476085235000188050e+02
1.502634789371231556e+09,-2.925724600670439031e+03,6.125713988097897527e+03,4.533341276834746623e+02
1.502634790371231556e+09,-2.929662583584653476e+03,6.123132419571106766e+03,4.591178470650353347e+02
1.502634791371231556e+09,-2.933198825488769216e+03,6.120448724414085518e+03,4.650909108607681901e+02
1.502634792371231556e+09,-2.937208909301099084e+03,6.118326660594771965e+03,4.708069759629589157e+02
1.502634793371231556e+09,-2.940752883895664127e+03,6.116011994073072856e+03,4.771364667748979969e+02
1.502634794371231556e+09,-2.944943962462791205e+03,6.113987614038469474e+03,4.830715346751746893e+02
1.502634795371231556e+09,-2.949113364220033873e+03,6.111684525647896407e+03,4.890406486395914953e+02
